gene_id,Geneid,GeneSymbol,Chromosome,Class,Length
TBK1,ENSG00000183735.11,TBK1,chr12,protein_coding,50024.0
TBL1X,ENSG00000101849.18,TBL1X,chrX,protein_coding,277717.0
TBL1XR1,ENSG00000177565.19,TBL1XR1,chr3,protein_coding,208660.0
TBXAS1,ENSG00000059377.19,TBXAS1,chr7,protein_coding,243274.0
TCF7L2,ENSG00000148737.18,TCF7L2,chr10,protein_coding,217431.0
TCP1,ENSG00000120438.12,TCP1,chr6,protein_coding,11205.0
TDP2,ENSG00000111802.14,TDP2,chr6,protein_coding,16951.0
TECPR2,ENSG00000196663.16,TECPR2,chr14,protein_coding,139536.0
TERF2IP,ENSG00000166848.7,TERF2IP,chr16,protein_coding,114099.0
TET2,ENSG00000168769.14,TET2,chr4,protein_coding,133941.0
TET3,ENSG00000187605.16,TET3,chr2,protein_coding,123266.0
TFE3,ENSG00000068323.17,TFE3,chrX,protein_coding,14684.0
TG,ENSG00000042832.12,TG,chr8,protein_coding,267945.0
TGFB1,ENSG00000105329.11,TGFB1,chr19,protein_coding,52335.0
TGFBR2,ENSG00000163513.19,TGFBR2,chr3,protein_coding,87541.0
TGOLN2,ENSG00000152291.15,TGOLN2,chr2,protein_coding,10224.0
THBD,ENSG00000178726.7,THBD,chr20,protein_coding,4039.0
THEMIS2,ENSG00000130775.16,THEMIS2,chr1,protein_coding,14142.0
THRAP3,ENSG00000054118.15,THRAP3,chr1,protein_coding,80925.0
TIMP2,ENSG00000035862.13,TIMP2,chr17,protein_coding,72410.0
TKT,ENSG00000163931.17,TKT,chr3,protein_coding,31340.0
TLE3,ENSG00000140332.18,TLE3,chr15,protein_coding,50386.0
TLE4,ENSG00000106829.21,TLE4,chr9,protein_coding,155109.0
TLN1,ENSG00000137076.22,TLN1,chr9,protein_coding,35247.0
TLR1,ENSG00000174125.8,TLR1,chr4,protein_coding,66140.0
TLR2,ENSG00000137462.9,TLR2,chr4,protein_coding,22190.0
TLR4,ENSG00000136869.16,TLR4,chr9,protein_coding,20560.0
TLR6,ENSG00000174130.13,TLR6,chr4,protein_coding,33920.0
TLR8,ENSG00000101916.12,TLR8,chrX,protein_coding,16549.0
TM9SF2,ENSG00000125304.10,TM9SF2,chr13,protein_coding,117737.0
TMA7,ENSG00000232112.3,TMA7,chr3,protein_coding,3951.0
TMBIM6,ENSG00000139644.13,TMBIM6,chr12,protein_coding,57209.0
TMCC1,ENSG00000172765.19,TMCC1,chr3,protein_coding,245919.0
TMCC3,ENSG00000057704.13,TMCC3,chr12,protein_coding,83435.0
TMEM123,ENSG00000152558.15,TMEM123,chr11,protein_coding,74052.0
TMEM127,ENSG00000135956.9,TMEM127,chr2,protein_coding,17483.0
TMEM140,ENSG00000146859.6,TMEM140,chr7,protein_coding,18143.0
TMEM154,ENSG00000170006.13,TMEM154,chr4,protein_coding,61384.0
TMEM164,ENSG00000157600.12,TMEM164,chrX,protein_coding,180103.0
TMEM165,ENSG00000134851.13,TMEM165,chr4,protein_coding,57440.0
TMEM167B,ENSG00000215717.7,TMEM167B,chr1,protein_coding,6170.0
TMEM30A,ENSG00000112697.17,TMEM30A,chr6,protein_coding,32024.0
TMEM50A,ENSG00000183726.11,TMEM50A,chr1,protein_coding,24044.0
TMEM59,ENSG00000116209.12,TMEM59,chr1,protein_coding,26823.0
TMEM71,ENSG00000165071.15,TMEM71,chr8,protein_coding,75705.0
TMF1,ENSG00000144747.17,TMF1,chr3,protein_coding,32512.0
TMSB10,ENSG00000034510.6,TMSB10,chr2,protein_coding,1015.0
TMSB4X,ENSG00000205542.11,TMSB4X,chrX,protein_coding,2117.0
TMX4,ENSG00000125827.9,TMX4,chr20,protein_coding,42459.0
TNFAIP2,ENSG00000185215.11,TNFAIP2,chr14,protein_coding,15963.0
TNFAIP3,ENSG00000118503.18,TNFAIP3,chr6,protein_coding,16100.0
TNFAIP6,ENSG00000123610.5,TNFAIP6,chr2,protein_coding,22454.0
TNFRSF1A,ENSG00000067182.9,TNFRSF1A,chr12,protein_coding,13357.0
TNFRSF1B,ENSG00000028137.19,TNFRSF1B,chr1,protein_coding,42237.0
TNFSF10,ENSG00000121858.11,TNFSF10,chr3,protein_coding,17967.0
TNFSF13B,ENSG00000102524.12,TNFSF13B,chr13,protein_coding,57244.0
TNFSF14,ENSG00000125735.11,TNFSF14,chr19,protein_coding,9335.0
TNIP1,ENSG00000145901.16,TNIP1,chr5,protein_coding,63632.0
TNRC6B,ENSG00000100354.21,TNRC6B,chr22,protein_coding,290991.0
TOB1,ENSG00000141232.5,TOB1,chr17,protein_coding,5755.0
TOM1,ENSG00000100284.22,TOM1,chr22,protein_coding,48717.0
TOP1,ENSG00000198900.7,TOP1,chr20,protein_coding,95665.0
TOPORS,ENSG00000197579.8,TOPORS,chr9,protein_coding,12042.0
TOR1AIP1,ENSG00000143337.19,TOR1AIP1,chr1,protein_coding,38035.0
TOR1AIP2,ENSG00000169905.13,TOR1AIP2,chr1,protein_coding,37836.0
TP53INP2,ENSG00000078804.13,TP53INP2,chr20,protein_coding,9100.0
TPI1,ENSG00000111669.15,TPI1,chr12,protein_coding,3829.0
TPM3,ENSG00000143549.22,TPM3,chr1,protein_coding,39340.0
TPM4,ENSG00000167460.17,TPM4,chr19,protein_coding,35981.0
TPP1,ENSG00000166340.18,TPP1,chr11,protein_coding,6680.0
TPR,ENSG00000047410.14,TPR,chr1,protein_coding,64041.0
TPT1,ENSG00000133112.17,TPT1,chr13,protein_coding,7813.0
TRA2A,ENSG00000164548.12,TRA2A,chr7,protein_coding,27261.0
TRA2B,ENSG00000136527.19,TRA2B,chr3,protein_coding,23545.0
TRAF3,ENSG00000131323.17,TRAF3,chr14,protein_coding,134051.0
TRAF3IP3,ENSG00000009790.15,TRAF3IP3,chr1,protein_coding,26288.0
TRANK1,ENSG00000168016.15,TRANK1,chr3,protein_coding,118238.0
TREM1,ENSG00000124731.13,TREM1,chr6,protein_coding,18756.0
TRIB1,ENSG00000173334.4,TRIB1,chr8,protein_coding,8045.0
TRIM22,ENSG00000132274.17,TRIM22,chr11,protein_coding,47479.0
TRIM25,ENSG00000121060.19,TRIM25,chr17,protein_coding,77693.0
TRIM33,ENSG00000197323.12,TRIM33,chr1,protein_coding,118413.0
TRIM38,ENSG00000112343.11,TRIM38,chr6,protein_coding,28429.0
TRIM69,ENSG00000185880.13,TRIM69,chr15,protein_coding,38841.0
TRIM8,ENSG00000171206.16,TRIM8,chr10,protein_coding,15815.0
TRIP12,ENSG00000153827.15,TRIP12,chr2,protein_coding,159402.0
TRIR,ENSG00000123144.11,TRIR,chr19,protein_coding,4044.0
TRMO,ENSG00000136932.15,TRMO,chr9,protein_coding,18011.0
TSC22D2,ENSG00000196428.13,TSC22D2,chr3,protein_coding,58124.0
TSC22D3,ENSG00000157514.18,TSC22D3,chrX,protein_coding,64121.0
TSC22D4,ENSG00000166925.9,TSC22D4,chr7,protein_coding,15873.0
TSEN34,ENSG00000170892.13,TSEN34,chr19,protein_coding,4598.0
TSG101,ENSG00000074319.13,TSG101,chr11,protein_coding,58615.0
TUBA1A,ENSG00000167552.15,TUBA1A,chr12,protein_coding,4394.0
TUBA1B,ENSG00000123416.15,TUBA1B,chr12,protein_coding,3615.0
TUT7,ENSG00000083223.18,TUT7,chr9,protein_coding,66721.0
TXN,ENSG00000136810.13,TXN,chr9,protein_coding,12697.0
TXNIP,ENSG00000265972.6,TXNIP,chr1,protein_coding,4144.0
TXNRD1,ENSG00000198431.18,TXNRD1,chr12,protein_coding,134528.0
TYK2,ENSG00000105397.15,TYK2,chr19,protein_coding,30075.0
TYMP,ENSG00000025708.14,TYMP,chr22,protein_coding,4280.0
TYROBP,ENSG00000011600.12,TYROBP,chr19,protein_coding,3894.0
U2AF2,ENSG00000063244.14,U2AF2,chr19,protein_coding,20570.0
UBA1,ENSG00000130985.17,UBA1,chrX,protein_coding,24267.0
UBA52,ENSG00000221983.8,UBA52,chr19,protein_coding,5820.0
UBALD2,ENSG00000185262.9,UBALD2,chr17,protein_coding,5950.0
UBAP1,ENSG00000165006.14,UBAP1,chr9,protein_coding,73518.0
UBB,ENSG00000170315.14,UBB,chr17,protein_coding,1947.0
UBC,ENSG00000150991.16,UBC,chr12,protein_coding,5764.0
UBE2B,ENSG00000119048.9,UBE2B,chr5,protein_coding,20924.0
UBE2D1,ENSG00000072401.15,UBE2D1,chr10,protein_coding,35772.0
UBE2D2,ENSG00000131508.17,UBE2D2,chr5,protein_coding,102003.0
UBE2D3,ENSG00000109332.20,UBE2D3,chr4,protein_coding,74513.0
UBE2H,ENSG00000186591.13,UBE2H,chr7,protein_coding,122228.0
UBE2J1,ENSG00000198833.7,UBE2J1,chr6,protein_coding,26097.0
UBE2R2,ENSG00000107341.5,UBE2R2,chr9,protein_coding,103239.0
UBL3,ENSG00000122042.10,UBL3,chr13,protein_coding,86246.0
UBL5,ENSG00000198258.11,UBL5,chr19,protein_coding,2223.0
UBN1,ENSG00000118900.15,UBN1,chr16,protein_coding,35736.0
UBR1,ENSG00000159459.12,UBR1,chr15,protein_coding,163216.0
UBR2,ENSG00000024048.11,UBR2,chr6,protein_coding,129476.0
UBR5,ENSG00000104517.13,UBR5,chr8,protein_coding,160486.0
UBXN2B,ENSG00000215114.10,UBXN2B,chr8,protein_coding,40142.0
UBXN4,ENSG00000144224.17,UBXN4,chr2,protein_coding,43322.0
UIMC1,ENSG00000087206.17,UIMC1,chr5,protein_coding,117628.0
UPF2,ENSG00000151461.20,UPF2,chr10,protein_coding,123148.0
USP10,ENSG00000103194.16,USP10,chr16,protein_coding,79936.0
USP15,ENSG00000135655.16,USP15,chr12,protein_coding,157093.0
USP3,ENSG00000140455.17,USP3,chr15,protein_coding,90129.0
USP32,ENSG00000170832.13,USP32,chr17,protein_coding,245143.0
USP34,ENSG00000115464.15,USP34,chr2,protein_coding,283624.0
USP4,ENSG00000114316.13,USP4,chr3,protein_coding,63568.0
USP8,ENSG00000138592.14,USP8,chr15,protein_coding,90041.0
USP9X,ENSG00000124486.15,USP9X,chrX,protein_coding,151134.0
USPL1,ENSG00000132952.12,USPL1,chr13,protein_coding,43077.0
UTRN,ENSG00000152818.20,UTRN,chr6,protein_coding,567699.0
UVRAG,ENSG00000198382.9,UVRAG,chr11,protein_coding,329022.0
VAMP2,ENSG00000220205.10,VAMP2,chr17,protein_coding,4397.0
VAPA,ENSG00000101558.14,VAPA,chr18,protein_coding,46005.0
VASP,ENSG00000125753.15,VASP,chr19,protein_coding,20410.0
VAV1,ENSG00000141968.8,VAV1,chr19,protein_coding,84658.0
VCL,ENSG00000035403.18,VCL,chr10,protein_coding,126170.0
VCPIP1,ENSG00000175073.8,VCPIP1,chr8,protein_coding,38744.0
VDR,ENSG00000111424.12,VDR,chr12,protein_coding,101511.0
VEGFA,ENSG00000112715.26,VEGFA,chr6,protein_coding,16303.0
VIM,ENSG00000026025.16,VIM,chr10,protein_coding,9352.0
VMP1,ENSG00000062716.13,VMP1,chr17,protein_coding,135063.0
VNN2,ENSG00000112303.14,VNN2,chr6,protein_coding,19589.0
VOPP1,ENSG00000154978.13,VOPP1,chr7,protein_coding,136932.0
VPS13B,ENSG00000132549.20,VPS13B,chr8,protein_coding,864314.0
VPS26A,ENSG00000122958.15,VPS26A,chr10,protein_coding,50900.0
VPS35,ENSG00000069329.19,VPS35,chr16,protein_coding,33386.0
VPS4B,ENSG00000119541.10,VPS4B,chr18,protein_coding,33293.0
VPS8,ENSG00000156931.16,VPS8,chr3,protein_coding,240471.0
VPS9D1,ENSG00000075399.14,VPS9D1,chr16,protein_coding,13764.0
VSIR,ENSG00000107738.20,VSIR,chr10,protein_coding,25964.0
WAC,ENSG00000095787.26,WAC,chr10,protein_coding,90619.0
WAS,ENSG00000015285.12,WAS,chrX,protein_coding,14835.0
WASF2,ENSG00000158195.11,WASF2,chr1,protein_coding,85937.0
WASHC4,ENSG00000136051.15,WASHC4,chr12,protein_coding,61806.0
WBP2,ENSG00000132471.12,WBP2,chr17,protein_coding,10808.0
WDFY3,ENSG00000163625.17,WDFY3,chr4,protein_coding,297925.0
WDR1,ENSG00000071127.18,WDR1,chr4,protein_coding,48883.0
WDR26,ENSG00000162923.18,WDR26,chr1,protein_coding,51887.0
WIPF1,ENSG00000115935.19,WIPF1,chr2,protein_coding,123344.0
WIPF2,ENSG00000171475.14,WIPF2,chr17,protein_coding,64832.0
WNK1,ENSG00000060237.19,WNK1,chr12,protein_coding,158873.0
WSB1,ENSG00000109046.15,WSB1,chr17,protein_coding,21850.0
WTAP,ENSG00000146457.16,WTAP,chr6,protein_coding,30734.0
WWP2,ENSG00000198373.13,WWP2,chr16,protein_coding,179413.0
XAF1,ENSG00000132530.17,XAF1,chr17,protein_coding,20200.0
XBP1,ENSG00000100219.17,XBP1,chr22,protein_coding,6042.0
XKR8,ENSG00000158156.9,XKR8,chr1,protein_coding,8505.0
XPO6,ENSG00000169180.12,XPO6,chr16,protein_coding,113989.0
XRCC5,ENSG00000079246.16,XRCC5,chr2,protein_coding,98839.0
XRN1,ENSG00000114127.11,XRN1,chr3,protein_coding,141455.0
XRN2,ENSG00000088930.8,XRN2,chr20,protein_coding,86494.0
YIPF3,ENSG00000137207.12,YIPF3,chr6,protein_coding,5153.0
YME1L1,ENSG00000136758.20,YME1L1,chr10,protein_coding,45155.0
YPEL3,ENSG00000090238.12,YPEL3,chr16,protein_coding,4601.0
YPEL5,ENSG00000119801.13,YPEL5,chr2,protein_coding,13592.0
YTHDC1,ENSG00000083896.13,YTHDC1,chr4,protein_coding,39703.0
YTHDF3,ENSG00000185728.17,YTHDF3,chr8,protein_coding,44233.0
YWHAB,ENSG00000166913.13,YWHAB,chr20,protein_coding,22830.0
YWHAE,ENSG00000108953.17,YWHAE,chr17,protein_coding,55947.0
YWHAZ,ENSG00000164924.18,YWHAZ,chr8,protein_coding,36865.0
YY1,ENSG00000100811.15,YY1,chr14,protein_coding,44490.0
ZBTB18,ENSG00000179456.12,ZBTB18,chr1,protein_coding,8929.0
ZBTB20,ENSG00000181722.18,ZBTB20,chr3,protein_coding,832792.0
ZC3H12A,ENSG00000163874.11,ZC3H12A,chr1,protein_coding,9797.0
ZC3H6,ENSG00000188177.15,ZC3H6,chr2,protein_coding,64462.0
ZC3HAV1,ENSG00000105939.14,ZC3HAV1,chr7,protein_coding,88607.0
ZCCHC2,ENSG00000141664.10,ZCCHC2,chr18,protein_coding,64684.0
ZDHHC18,ENSG00000204160.12,ZDHHC18,chr1,protein_coding,30916.0
ZEB1,ENSG00000148516.23,ZEB1,chr10,protein_coding,211319.0
ZEB2,ENSG00000169554.23,ZEB2,chr2,protein_coding,156693.0
ZFAND2A,ENSG00000178381.12,ZFAND2A,chr7,protein_coding,8688.0
ZFAND3,ENSG00000156639.12,ZFAND3,chr6,protein_coding,334897.0
ZFAND5,ENSG00000107372.13,ZFAND5,chr9,protein_coding,13822.0
ZFAND6,ENSG00000086666.19,ZFAND6,chr15,protein_coding,78825.0
ZFC3H1,ENSG00000133858.17,ZFC3H1,chr12,protein_coding,58126.0
ZFP36,ENSG00000128016.7,ZFP36,chr19,protein_coding,2565.0
ZFP36L1,ENSG00000185650.10,ZFP36L1,chr14,protein_coding,8593.0
ZFP36L2,ENSG00000152518.8,ZFP36L2,chr2,protein_coding,4204.0
ZFYVE16,ENSG00000039319.17,ZFYVE16,chr5,protein_coding,75366.0
ZHX2,ENSG00000178764.8,ZHX2,chr8,protein_coding,192855.0
ZMAT2,ENSG00000146007.11,ZMAT2,chr5,protein_coding,8006.0
ZMIZ1,ENSG00000108175.19,ZMIZ1,chr10,protein_coding,247553.0
ZNF106,ENSG00000103994.18,ZNF106,chr15,protein_coding,78318.0
ZNF148,ENSG00000163848.21,ZNF148,chr3,protein_coding,149656.0
ZNF267,ENSG00000185947.15,ZNF267,chr16,protein_coding,43550.0
ZNF281,ENSG00000162702.8,ZNF281,chr1,protein_coding,5116.0
ZNF292,ENSG00000188994.14,ZNF292,chr6,protein_coding,114140.0
ZNF394,ENSG00000160908.15,ZNF394,chr7,protein_coding,30980.0
ZNF438,ENSG00000183621.15,ZNF438,chr10,protein_coding,211730.0
ZNF638,ENSG00000075292.19,ZNF638,chr2,protein_coding,158508.0
ZNF652,ENSG00000198740.9,ZNF652,chr17,protein_coding,73267.0
ZNF710,ENSG00000140548.10,ZNF710,chr15,protein_coding,80882.0
ZNFX1,ENSG00000124201.15,ZNFX1,chr20,protein_coding,40480.0
ZSWIM6,ENSG00000130449.6,ZSWIM6,chr5,protein_coding,213914.0
ZYX,ENSG00000159840.16,ZYX,chr7,protein_coding,9816.0
